01/2016,"Knight|0|04/01/2016|Knight was released.
Archers|1|29/02/2016|The march 2016 update, decreased the sight range of the archers.
Goblins|1|29/02/2016|The march 2016 update, decreased the sight range of the goblins.
Giant|1|09/02/2016|He chest rewards & card balance update, increased the giant's hitpoints by 5%.
Giant|2|29/02/2016|The march 2016 update, decreased the sight range of the giant.
P.E.K.K.A|1|02/02/2016|He february 2016 update, decreased the p.e.k.k.a's hitpoints by 13% and decreased the elixir cost to 7 (from 8).
P.E.K.K.A|2|29/02/2016|The march 2016 update, decreased the sight range of the p.e.k.k.a.
Minions|1|29/02/2016|The march 2016 update, decreased the sight range of the minions.
Balloon|1|02/02/2016|He february 2016 update, added the death damage statistic to the balloon's card info screen.
Balloon|2|29/02/2016|The march 2016 update, decreased the sight range of the balloon.
Witch|2|02/02/2016|He february 2016 update, fixed a bug where the witch would get stuck if placed in the corner behind a building.
Witch|3|19/02/2016|A balance update, increased her damage by 3%. additionally, all skeletons' hitpoints and damage were increased by 11%.
Witch|4|29/02/2016|The march 2016 update, changed the witch so that it would no longer stop its attack if its target dies during the attack animation. it also decreased the sight range of the witch and her skeletons.
Barbarians|1|02/02/2016|He february 2016 update, decreased the barbarians' hitpoints by 3%.
Barbarians|2|29/02/2016|The march 2016 update, decreased the sight range of the barbarians.
Golem|1|02/02/2016|He february 2016 update, increased the golem's hitpoints, attack damage and death damage by 43%, and decreased the same stats on the golemite by 43%. it also added the death damage on the golem's card info screen.
Golem|2|19/02/2016|A balance update, decreased the golem's and golemite's hitpoints by 5%.
Golem|3|29/02/2016|The march 2016 update, decreased the sight range of the golem and his golemites.
Skeletons|1|19/02/2016|The balance update, increased the skeletons' hitpoints and damage by 11%.
Skeletons|2|29/02/2016|The march 2016 update, decreased the sight range of the skeletons.
Valkyrie|1|09/02/2016|He chest reward & card balance update, increased the valkyrie's hitpoints and damage by 10%.
Valkyrie|2|29/02/2016|The march 2016 update, changed the valkyrie so that it would no longer stop its attack if its target dies during the attack animation. it also decreased the sight range of the valkyrie.
Skeleton Army|1|19/02/2016|A balance update, increased the skeletons' hitpoints and damage by 11%.
Skeleton Army|2|29/02/2016|The march 2016 update, decreased the sight range of the skeletons.
Bomber|1|02/02/2016|He february 2016 update, increased the bomber's hit speed to 1.9 seconds (from 2 seconds).
Bomber|2|29/02/2016|The march 2016 update, changed the bomber so that he would no longer stop his attack if his target dies during the attack animation. it also decreased the sight range of the bomber.
Musketeer|1|09/02/2016|He chest rewards & card balance update, decreased the musketeer's damage by 25% and her elixir cost to 4 (from 5).
Musketeer|2|19/02/2016|A balance update, increased the musketeer's damage by 11%.
Musketeer|3|29/02/2016|The march 2016 update, decreased the sight range of the musketeer.
Baby Dragon|1|29/02/2016|The march 2016 update, changed the baby dragon so that it would no longer stop its attack if its target dies during the attack animation. it also decreased the sight range of the baby dragon.
Prince|2|29/02/2016|The march 2016 update, decreased the sight range of the prince.
Wizard|1|02/02/2016|He february 2016 update, decreased the wizard's damage by 7%.
Wizard|2|29/02/2016|The march 2016 update, changed the wizard so that he would no longer stop its attack if his target dies during the attack animation. it also decreased the sight range of the wizard.
Mini P.E.K.K.A|1|09/02/2016|He chest rewards & card balance update, increased the mini p.e.k.k.a's hitpoints by 3%.
Mini P.E.K.K.A|2|29/02/2016|The march 2016 update, decreased the sight range of the mini p.e.k.k.a.
Spear Goblins|1|29/02/2016|The march 2016 update, decreased the sight range of the spear goblins.
Giant Skeleton|1|02/02/2016|He february 2016 update, added the death damage on the giant skeleton's card info screen.
Giant Skeleton|2|29/02/2016|The march 2016 update, increased the giant skeleton's hitpoints by 11% and bomb timer to 3 seconds (from 1 second). it also decreased the sight range of the giant skeleton.
Hog Rider|1|29/02/2016|The march 2016 update, decreased the sight range of the hog rider.
Minion Horde|1|29/02/2016|The march 2016 update, decreased the sight range of the minions.
Ice Wizard|0|29/02/2016|Ice wizard was released.
Royal Giant|0|29/02/2016|Royal giant was released.
Princess|0|29/02/2016|Princess was released.
Dark Prince|0|29/02/2016|Dark prince was released.
Three Musketeers|0|29/02/2016|Three musketeers was released.
Cannon|1|02/02/2016|He february 2016 update, decreased the cannon's elixir cost to 3 (from 6), its range to 6 tiles (from 7 tiles), its lifetime to 40 seconds (from 60 seconds), and decreased its hitpoints by 55%.
Goblin Hut|1|29/02/2016|The march 2016 update, decreased the sight range of the spear goblins.
Mortar|2|02/02/2016|He february 2016 update, decreased the mortar's cost to 4 elixir (from 6 elixir), its damage by 40%, its lifetime to 20 seconds (from 40 seconds), and its maximum range decreased to 12 tiles (from 13 tiles).
Mortar|3|09/02/2016|He chest rewards & card balance update, increased the mortar's lifetime to 30 seconds (from 20 seconds).
Inferno Tower|1|02/02/2016|He february 2016 update, decreased the inferno tower's lifetime to 45 seconds (from 60 seconds) and reduced its retargeting speed by 50%.
Inferno Tower|2|19/02/2016|A balance update decreased the inferno tower's hitpoints by 6% and lifetime to 40 seconds (from 45 seconds).
Bomb Tower|1|02/02/2016|He february 2016 update, increased the bomb tower's hit speed to 1.7 seconds (from 1.8 seconds).
Bomb Tower|2|09/02/2016|He chest rewards & card balance update, increased the bomb tower's hit speed to 1.6 seconds (from 1.7 seconds).
Bomb Tower|3|29/02/2016|The march 2016 update, changed the bomb tower so that it would no longer stop its attack if its target dies during the attack animation.
Barbarian Hut|1|02/02/2016|He february 2016 update, increased the barbarian hut's hitpoints by 10%. however, the same update also decreased the spawned barbarians' hitpoints by 4%.
Barbarian Hut|2|29/02/2016|The march 2016 update, decreased the sight range of the barbarians.
Tesla|1|09/02/2016|He chest rewards & card balance update, increased the tesla's damage by 7%.
Tesla|2|29/02/2016|The march 2016 update, decreased the tesla's hitpoints by 5%.
Elixir Collector|1|02/02/2016|He february 2016 update, increased the elixir collector's production speed to 9.8 sec (from 9.9 sec). this was because of a bug where it would produce 6 elixir instead of 7.
X-Bow|1|02/02/2016|He february 2016 update, decreased the x-bow's hitpoints by 15% and removed its ability to target air troops.
X-Bow|2|09/02/2016|He chest rewards & card balance update, increased the x-bow's deployment time to 5 seconds (from 3 seconds).
Tombstone|1|09/02/2016|He chest rewards & card balance update, decreased the number of spawned skeletons when destroyed to 4 (from 6).
Tombstone|2|19/02/2016|A balance update, decreased its lifetime to 40 seconds (from 60 seconds).
Tombstone|3|29/02/2016|The march 2016 update, decreased the sight range of the skeletons.
Fireball|1|19/02/2016|A balance update, decreased the fireball’s crown tower damage from 50% to 40% of the full damage.
Arrows|1|02/02/2016|He february 2016 update, decreased the arrows' damage by 4%.
Arrows|2|19/02/2016|A balance update, decreased the arrows’ crown tower damage from 50% to 40% of the full damage.
Rage|1|29/02/2016|The march 2016 update, added a falloff effect to rage, causing troops to lose the bonus if they are out of its effect for 2 seconds, whereas previously troops kept the effect permanently.
Rocket|1|19/02/2016|A balance update, decreased the rocket's crown tower damage from 50% to 40% of the full damage.
Goblin Barrel|2|19/02/2016|A balance update, decreased the goblin barrel's crown tower damage from 50% to 40% of the full damage.
Goblin Barrel|3|29/02/2016|The march 2016 update, decreased the sight range of the goblins.
Freeze|1|02/02/2016|He february 2016 update decreased the freeze's radius to 3 (from 4) and the duration would increase 0.3 seconds per level (from 0.4 seconds).
Mirror|1|02/02/2016|He february 2016 update, increased the level of mirrored common cards by 4 and mirrored rare cards by 2.
Mirror|2|29/02/2016|The march 2016 update, changed the mirror's artwork. it was also fixed to correctly cost your previous card +1 elixir.
Lightning|1|19/02/2016|The balance update, decreased the lightning's crown tower damage from 50% to 40% of the full damage.
Zap|1|09/02/2016|He chest rewards & card balance update, increased the zap's damage by 6%.
Zap|2|19/02/2016|A balance update, decreased the zap’s crown tower damage from 50% to 40% of the full damage.
Zap|3|29/02/2016|The march 2016 update, added a stun effect to affected targets in the zap's aoe (area of effect) for 1 second and decreased its damage by 6%. the update also changed the description from ""lightning zaps enemies, dealing damage inside a small radius. reduced damage to crown towers."" to the current description.
Poison|0|29/02/2016|Poison was released."
03/2016,"Archers|2|23/03/2016|A balance update, made their initial attack quicker (identical to spear goblins).
Giant|3|23/03/2016|A balance update, increased the giant's damage by 5%.
Balloon|3|23/03/2016|A balance update, increased the balloon's hitpoints by 5%.
Witch|5|23/03/2016|A balance update, increased her damage by 5%.
Prince|3|23/03/2016|A balance update, decreased the prince's charge speed by 13%.
Ice Wizard|1|23/03/2016|A balance update, increased the ice wizard's damage by 5%.
Royal Giant|1|23/03/2016|A balance update, increased the royal giant's damage by 20%.
Princess|1|23/03/2016|A balance update, decreased the princess' hitpoints by 10%. before the update, from level 5, the princess could not be taken out by level 12 arrows.
Dark Prince|1|23/03/2016|A balance update, decreased the dark prince's charge speed by 13%.
Three Musketeers|1|23/03/2016|A balance update, decreased the three musketeers' elixir cost to 9 (from 10).
Cannon|2|23/03/2016|A balance update, decreased the cannon's lifetime to 30 seconds (from 40 seconds).
Tesla|3|23/03/2016|A balance update, decreased the tesla's hit speed to 0.8 seconds (from 0.7 seconds) and its lifetime to 40 seconds (from 60 seconds).
X-Bow|3|23/03/2016|A balance update, decreased the x-bow's range to 12 tiles (from 13 tiles).
Rage|2|23/03/2016|A balance update, increased the rage's movement and attack speed boost to 40% (from 35%) and decreased its duration by 20%.
Mirror|3|23/03/2016|A balance update, decreased the mirrored legendary cards level by 1.
Poison|1|23/03/2016|A balance update, increased the poison's damage by 5%."
04/2016,
05/2016,"Knight|2|18/05/2016|A balance update, increased the knight's hitpoints by 10%.
Archers|3|03/05/2016|He may 2016 update, increased the common card level cap to 13 (from 12). the update also fixed the “range bug”, which decreased the archers' range to 5 (from 5.5) but their effective range was unchanged.
Minions|2|03/05/2016|He may 2016 update, increased the common card level cap to 13 (from 12). the update also fixed the ""range bug"", which decreased the minions' range to 2 tiles (from 2.5 tiles) but their effective range was unchanged.
Balloon|4|03/05/2016|He may 2016 update, increased the size of the balloon's hitpoint bar to prevent it from being recognized as a low-health troop when encountered.
Witch|6|03/05/2016|He may 2016 update, fixed the ""range bug"" and decreased the witch's range to 5 tiles (from 5.5 tiles) but her effective range is unchanged. also, before the change witch was able to summon level 13 skeletons while the level cap for the skeletons card was 12. the goblin barrel was able to do the same with the goblins.
Witch|7|18/05/2016|A balance update, increased the witch's damage by 10%. in addition, the skeletons' hitpoints and damage were increased by 5%.
Golem|4|18/05/2016|A balance update, increased the golem and golemite's hitpoints by 5%.
Skeletons|3|18/05/2016|A balance update, increased the skeletons' hitpoints and damage by 5%.
Valkyrie|3|03/05/2016|He may 2016 update, increased the rare card level cap to 11 (from 10). the update also allowed the valkyrie to be knocked back.
Skeleton Army|3|18/05/2016|A balance update, increased the skeletons' hitpoints and damage by 5%.
Bomber|3|03/05/2016|He may 2016 update, increased the common card level cap to 13 (from 12). the update also fixed the ""range bug"", which decreased the bomber's range to 4.5 tiles (from 5 tiles) but his effective range was unchanged.
Bomber|4|18/05/2016|A balance update, increased the bomber's damage by 10%.
Musketeer|4|03/05/2016|He may 2016 update, increased the rare card level cap to 11 (from 10). the update also fixed the ""range bug"", which decreased the musketeer's range to 6 (from 6.5) but her effective range was unchanged.
Baby Dragon|2|03/05/2016|He may 2016 update, fixed the ""range bug"" and decreased the baby dragon's range to 3 (from 3.5), but its effective range remained unchanged.
Prince|4|03/05/2016|He may 2016 update, fixed the ""range bug"" and decreased the prince's range to melee (from 2.5 tiles), but his effective range remained unchanged.
Wizard|3|03/05/2016|He may 2016 update, increased the rare card level cap to 11 (from 10). the update also fixed the ""range bug"", which decreased the wizard's range to 5 tiles (from 5.5 tiles) but his effective range is unchanged.
Mini P.E.K.K.A|3|03/05/2016|He may 2016 update, increased the rare card level cap to 11 (from 10). the mini p.e.k.k.a. was changed to be affected by pushback. additionally, the mini p.e.k.k.a's sound effect when deployed was updated. the sound effect now sounds like “pancakes”, and a tweet by the clash royale official twitter account implied that that was the correct interpretation. it had a real life mini p.e.k.k.a standing next to a giant skeleton, with the caption “who wants pancakes?”.
Spear Goblins|2|03/05/2016|He may 2016 update, increased the common card level cap to 13 (from 12). the update also fixed the ""range bug"", which decreased the spear goblins' range to 5 tiles (from 5.5 tiles) but their effective range is unchanged.
Minion Horde|2|03/05/2016|He may 2016 update, increased the common card level cap to 13 (from 12), and fixed the “range bug” and decreased the minions' range to 2 tiles (from 2.5 tiles) but their effective range is unchanged.
Ice Wizard|2|03/05/2016|He may 2016 update, decreased the legendary card level cap to 5 (from 6) and fixed the ""range bug"" and decreased the ice wizard's range to 5.5 (from 6) but his effective range is unchanged. also, this update changed his description. it used to read, ""this chill caster hails from the far north. he shoots ice shards at enemies, slowing down their movement and attack speed.""
Royal Giant|2|03/05/2016|He may 2016 update, increased the common card level cap to 13 (from 12), increased the royal giant's range by 1 tile and also changed his description. it used to say, “sighting his massive cannon at enemy buildings, the royal giant comes in like a wrecking ball.” the same update also fixed the “range bug” and decreased the range by 0.5 tiles with no change to effective range, thereby providing a 0.5 tile increase (effectively a 1 tile increase in range).
Royal Giant|3|18/05/2016|A balance update, decreased the royal giant's damage by 4%.
Guards|0|03/05/2016|Guards was released.
Guards|1|18/05/2016|A balance update, increased the guards' hitpoints and damage by 8%.
Princess|2|03/05/2016|He may 2016 update, decreased the legendary card level cap to 5 (from 6) and fixed the ""range bug"" and decreased the princess' range to 9 (from 9.5) but her effective range is unchanged. the same update also changed her card description. prior to this update, it read ""shoots a volley of flaming arrows halfway across the arena. the princess is afraid of germs, so keep the rabble away from her!""
Dark Prince|2|03/05/2016|He may 2016 update, changed the dark prince's card description. it used to say, “dealing area damage with each swing and double after charging, the dark prince is a formidable fighter. to harm his squishy core, break his shield first.”
Three Musketeers|2|03/05/2016|He may 2016 update, increased the rare card level cap to 11 (from 10) and fixed the ""range bug"", decreasing the three musketeers' range to 6 tiles (from 6.5 tiles) but with no change to effective range.
Lava Hound|0|03/05/2016|Lava hound was released.
Lava Hound|1|18/05/2016|A balance update, increased the lava hound's hitpoints by 3% and lava pup's hitpoints by 9%.
Fire Spirit|0|03/05/2016|Fire spirit was released.
Fire Spirit|1|18/05/2016|A balance update, increased the fire spirits' area damage radius by 25%.
Miner|0|03/05/2016|Miner was released.
Miner|1|18/05/2016|A balance update, increased the miner's hitpoints by 6%.
Sparky|0|03/05/2016|Sparky was released.
Cannon|3|03/05/2016|He may 2016 update, increased the common card level cap to 13 (from 12). the update also fixed the “range bug”, which decreased the cannon's range to 5.5 tiles (from 6 tiles) but its effective range was unchanged. the cannon's hitpoints were also decreased by 11%.
Cannon|4|18/05/2016|A balance update, decreased the cannon's hitpoints by 5%.
Goblin Hut|2|03/05/2016|He may 2016 update, increased the rare card level cap to 11 (from 10). the update also fixed the ""range bug"", which decreased the spear goblins' range to 5 tiles (from 5.5 tiles) but their effective range is unchanged.
Mortar|4|03/05/2016|He may 2016 update, increased the common card level cap to 13 (from 12), increased the mortar's deployment time to 5 seconds (from 3 seconds) and decreased its damage by 10%. this update also fixed the “range bug” and decreased the mortar's range to 4.5-11 tiles (from 5-12 tiles) but its effective range is unchanged.
Inferno Tower|3|03/05/2016|He may 2016 update, increased the rare card level cap to 11 (from 10). the update also fixed the “range bug”, which decreased the inferno tower's range to 6 tiles (from 6.5 tiles) but its effective range is unchanged.
Bomb Tower|4|03/05/2016|He may 2016 update, increased the rare card level cap to 11 (from 10), and decreased the bomb tower's lifetime to 40 sec (from 60 sec). this update also fixed the ""range bug"" and decreased the bomb tower's range to 6 (from 6.5) but its effective range was unchanged.
Tesla|4|03/05/2016|He may 2016 update, increased the common card level cap to 13 (from 12) and fixed the ""range bug"" and decreased the tesla's range to 5.5 (from 6) but its effective range is unchanged.
Tesla|5|18/05/2016|A balance update, increased the tesla's hitpoints by 5%.
Elixir Collector|2|03/05/2016|He may 2016 update, increased the rare card level cap to 11 (from 10) and decreased the elixir collector's hitpoints by 20%.
Elixir Collector|3|18/05/2016|A balance update, decreased the elixir collector's hitpoints by 9%.
X-Bow|4|03/05/2016|He may 2016 update, fixed the ""range bug"" and decreased the x-bow's range to 11.5 tiles (from 12 tiles) but its effective range is unchanged.
Tombstone|4|18/05/2016|A balance update, increased the skeletons' hitpoints and damage by 5%. in addition, the hitpoints of the tombstone were increased by 10%.
Furnace|0|03/05/2016|Furnace was released.
Furnace|1|18/05/2016|A balance update, decreased the furnace's elixir cost to 4 (from 5), its hitpoints by 14%, and its lifetime to 40 seconds (from 50 seconds). in addition, the fire spirit's area damage radius was increased by 25%.
Freeze|2|18/05/2016|A balance update, decreased the freeze's duration by 1 second.
Mirror|4|03/05/2016|He may 2016 update, increased the mirrored common and rare cards level by 1. it also changed the mirror by making it count as a 1.5 elixir card when calculating the average elixir cost of a deck. before the update, it was simply ignored in calculating the average cost as if the deck had only 7 cards."
06/2016,"P.E.K.K.A|3|21/06/2016|A balance update, increased the p.e.k.k.a's damage by 8%.
Witch|8|21/06/2016|A balance update, increased the witch's damage by 17%.
Skeletons|4|21/06/2016|A balance update, decreased the number of skeletons spawned to 3 (from 4).
Prince|5|21/06/2016|A balance update, increased the prince's damage by 9%.
Hog Rider|2|21/06/2016|A balance update, decreased the hog rider's damage by 6%.
Guards|2|21/06/2016|A balance update, removed the pushback when their shields break.
Lava Hound|2|21/06/2016|A balance update, increased the lava hound's damage by 28%.
Cannon|5|21/06/2016|A balance update, decreased the cannon's hitpoints by 8%.
Mortar|5|21/06/2016|A balance update, decreased the mortar's deployment time to 4 seconds (from 5 seconds).
Tesla|6|21/06/2016|A balance update, increased the tesla's hitpoints by 8%.
X-Bow|5|21/06/2016|A balance update, decreased the x-bow's deploy time to 4 seconds (from 5 seconds) and increased its hitpoints by 18%.
Furnace|2|21/06/2016|A balance update, increased the furnace's lifetime to 50 sec (from 40 sec).
Goblin Barrel|4|21/06/2016|A balance update, decreased the goblin spawn time to 1 second (from 1.2 seconds)."
07/2016,"Skeleton Army|4|04/07/2016|He tournaments update, increased the number of skeletons spawned to 21 (from 20).
Bomber|5|04/07/2016|He tournaments update, increased the bomber's damage by 9%.
Wizard|4|04/07/2016|He tournaments update, increased the wizard's attack speed to 1.6 seconds (from 1.7 seconds). this update also revealed that the ice wizard is his cousin.
Giant Skeleton|3|04/07/2016|He tournaments update, increased the giant skeleton's damage by 20%.
Ice Wizard|3|04/07/2016|He tournaments update, allowed the elixir collector to be affected by the ice wizard's slowing.
Dark Prince|3|04/07/2016|He tournaments update, increased the dark prince's damage by 8% and made him unaffected by pushback.
Ice Spirit|0|04/07/2016|Ice spirit was released.
Miner|2|04/07/2016|He tournaments update, decreased the miner's deploy time to 0.7 seconds (from 1 second). this change was not mentioned in any change notes and was later said to be unintentional by supercell.
Bowler|0|04/07/2016|Bowler was released.
Lumberjack|0|04/07/2016|Lumberjack was released.
Inferno Tower|4|04/07/2016|He tournaments update, increased the inferno tower's hitpoints by 6%. it also gave zap and freeze the ability to reset the damage output.
Bomb Tower|5|04/07/2016|He tournaments update, increased the bomb tower's hitpoints by 6%.
Elixir Collector|4|04/07/2016|He tournaments update, made the elixir collector's production rate affected by spell effects (freeze, zap, and rage), plus the ice wizard's slowing.
Tombstone|5|04/07/2016|He tournaments update, increased the tombstone's hitpoints by 9%.
Rage|3|04/07/2016|He tournaments update, allowed the elixir collector to be affected by rage.
Goblin Barrel|5|04/07/2016|He tournaments update, decreased the goblin barrel's elixir cost to 3 (from 4), increased its goblin spawn time to 1.2 seconds (from 1 second) and removed its impact damage.
Freeze|3|04/07/2016|He tournaments update, allowed it to stop the elixir collector's elixir generation and reset the inferno tower's damage output.
Zap|4|04/07/2016|He tournaments update, allowed it to stop the elixir collector's elixir generation and reset the inferno tower's damage output.
Poison|2|04/07/2016|He tournaments update, allowed the elixir collector to be affected by the poison's slowing.
The Log|0|04/07/2016|The log was released."
08/2016,"Archers|4|24/08/2016|A balance update, increased the archers' damage by 2%. before this update, level 9 or level 13 archers used to take 3 shots to kill an equal level goblin instead of 2 when they are at the same level.
P.E.K.K.A|4|24/08/2016|A balance update, increased the p.e.k.k.a's damage by 5%.
Golem|5|24/08/2016|A balance update, increased the golem's hit and death damage by 5% and hitpoints by 1%. the golemites had their hit and death damage increased by 8% and their hitpoints by 3.2%.
Baby Dragon|3|24/08/2016|A balance update, increased the baby dragon's hit speed to 1.6 seconds (from 1.8 seconds).
Prince|6|24/08/2016|A balance update, increased the prince's damage by 2%. this means that a level 13 prince will now be able to defeat level 13 barbarians in 2 hits or 1 charge strike.
Ice Wizard|4|24/08/2016|A balance update, decreased the ice wizard's hitpoints by 5%.
Royal Giant|4|24/08/2016|A balance update, decreased the royal giant's hit speed to 1.7 seconds (from 1.5 seconds).
Princess|3|24/08/2016|A balance update, decreased the princess' area damage radius by 25%. she now has a 2 tile splash instead of a 2.5 tile splash.
Princess|4|29/08/2016|A minor update, increased the princess' projectile speed. previously, certain ""very fast"" troops could avoid the princess' attack when approaching her directly.
Dark Prince|4|24/08/2016|A balance update, increased the dark prince's damage by 7.5%.
Miner|3|24/08/2016|A balance update, increased the miner's deploy time back to 1 second and decreased his hitpoints by 6%.
Bowler|1|24/08/2016|A balance update, decreased the bowler's elixir cost to 5 (from 6), decreased its hitpoints by 7%, and decreased its damage by 10%.
Lumberjack|1|24/08/2016|A balance update, changed the lumberjack's speed from fast to very fast, increased his hit speed from 1.1 seconds to 0.7 seconds and decreased his damage by 23%.
Tombstone|6|24/08/2016|A balance update, increased the tombstone's spawn speed to 2.5 seconds (from 2.9 seconds). between this change and the next, it spawned 16 skeletons instead of 14.
Zap|5|24/08/2016|A balance update, decreased the zap's stun from 1 second to 0.5 seconds.
The Log|1|24/08/2016|A balance update, decreased the log's cast time by 66% and its travel speed increased by 20%."
09/2016,"Archers|5|19/09/2016|The september 2016 update, changed the description slightly. it used to say: “a pair of unarmored ranged attackers. they'll help you with ground and air unit attacks, but you're on your own with coloring your hair.""
Giant|4|19/09/2016|The september 2016 update, decreased the giant's damage by 5%.
Bomber|6|19/09/2016|The september 2016 update, decreased the bomber's hitpoints by 2% and increased his damage by 2.5%. this resolved a minor issue where goblins could not defeat an equal level bomber in 3 hits at some levels, e.g. level 7.
Lumberjack|2|19/09/2016|The september 2016 update, decreased the rage's attack speed boost to 30% (from 40%) and its duration by 2 seconds.
Inferno Dragon|0|30/09/2016|Inferno dragon was released.
Mega Minion|0|19/09/2016|Mega minion was released.
Mega Minion|1|21/09/2016|A maintenance break, added a mega minion offer in the shop, selling 100 mega minion cards.
Rage|4|19/09/2016|The september 2016 update, decreased the rage's elixir cost to 2 (from 3), its attack speed boost to 30% (from 40%) and its duration by 2 sec.
Mirror|5|19/09/2016|The september 2016 update, increased all mirrored cards' level by 1. this allows players with level 8 mirror to deploy level 14 cards, which would be unobtainable otherwise.
Lightning|2|19/09/2016|The september 2016 update, gave the lightning the ability to stun targets for 0.5 seconds.
The Log|2|19/09/2016|The september 2016 update, allowed the log to push back all ground troops. this allowed the log to reset the charge attacks of the prince and dark prince."
10/2016,"Giant|5|20/10/2016| a balance update, decreased the giant's hitpoints by 5%.
Golem|6|20/10/2016| a balance update, allowed its death damage to affect flying troops, but supercell called it a bug fix.
Skeleton Army|5|20/10/2016| a balance update, decreased the skeleton army's elixir cost to 3 (from 4), increased the skeletons' levels by 5 (to match the tournament standard) and reduced the number of skeletons spawned to 16 (from 21).
Ice Golem|0|14/10/2016|Ice golem was released.
Ice Golem|1|20/10/2016| a balance update, allowed his death damage to affect flying troops.
Elixir Collector|5|20/10/2016| a balance update, increased the elixir collector's elixir cost to 6 (from 5) and increased its lifetime by 10 seconds. this increased lifetime allows it to produce up to 8 elixir.
Poison|3|20/10/2016| a balance update, removed the slowing capabilities of the poison. this also changed the description. it was used to say: ""covers the target area in a sticky toxin, damaging and slowing down enemy troops and buildings. yet somehow leaves the grass green and healthy. go figure!""
Graveyard|0|28/10/2016|Graveyard was released.
The Log|3|20/10/2016| a balance update, increased the log's rolling speed and distance, as well as increased its damage by 8.5%."
11/2016,"Lava Hound|3|30/11/2016| a balance update, decreased the lava pup's hitpoints by 1%. this was to fix a rounding error where a level 12 princess tower should've been able to kill equivalent level lava pups in two shots.
Ice Spirit|1|01/11/2016|The november 2016 update, decreased the ice spirit's freeze duration to 1.5 seconds (from 2 seconds).
Bowler|2|01/11/2016|The november 2016 update, changed the bowler's sound effects.
Lumberjack|3|01/11/2016|The november 2016 update, increased the rage's attack speed boost to 35% (from 30%).
Ice Golem|2|01/11/2016|The novermber 2016 update, increased the ice golem's death damage by 74%. the update also changed the description. it used to read ""he's tough, targets buildings and explodes when destroyed, slowing nearby enemies. wears a fashionable collar of coal to match his ears and nails.""
Mega Minion|2|30/11/2016| a balance update, decreased the mega minion's damage by 6% and its hit speed to 1.4 seconds (from 1.3 seconds).
Elite Barbarians|0|25/11/2016|Elite barbarians was released.
Inferno Tower|5|01/11/2016|The november 2016 update, decreased the inferno tower's hitpoints by 6%.
Elixir Collector|6|30/11/2016| a balance update, increased the elixir collector's production speed to 8.5 seconds (from 9.8 seconds) and decreased its lifetime to 70 seconds (from 80 seconds).
Tombstone|7|30/11/2016| a balance update, decreased the tombstone's spawn speed back to 2.9 seconds.
Rage|5|01/11/2016|The november 2016 update, increased the rage's attack speed boost to 35% (from 30%).
